"worldbank_country_17","geonames_country_18","1.0"
"worldbank_country_18","geonames_country_17","1.0"
"worldbank_country_19","geonames_country_34","1.0"
"worldbank_country_24","geonames_country_32","1.0"
"worldbank_country_25","geonames_country_28","1.0"
"worldbank_country_26","geonames_country_16","1.0"
"worldbank_country_27","geonames_country_33","1.0"
"worldbank_country_20","geonames_country_19","1.0"
"worldbank_country_21","geonames_country_35","1.0"
"worldbank_country_22","geonames_country_24","1.0"
"worldbank_country_23","geonames_country_26","1.0"
"worldbank_country_28","geonames_country_30","1.0"
"worldbank_country_29","geonames_country_27","1.0"
"worldbank_country_30","geonames_country_21","1.0"
"worldbank_country_35","geonames_country_45","1.0"
"worldbank_country_36","geonames_country_36","1.0"
"worldbank_country_38","geonames_country_120","1.0"
"worldbank_country_31","geonames_country_20","1.0"
"worldbank_country_32","geonames_country_23","1.0"
"worldbank_country_33","geonames_country_50","1.0"
"worldbank_country_34","geonames_country_113","1.0"
"worldbank_country_39","geonames_country_39","1.0"
"worldbank_country_41","geonames_country_211","1.0"
"worldbank_country_46","geonames_country_115","1.0"
"worldbank_country_48","geonames_country_40","1.0"
"worldbank_country_49","geonames_country_48","1.0"
"worldbank_country_43","geonames_country_44","1.0"
"worldbank_country_44","geonames_country_46","1.0"
"worldbank_country_45","geonames_country_47","1.0"
"worldbank_country_50","geonames_country_42","1.0"
"worldbank_country_51","geonames_country_95","1.0"
"worldbank_country_52","geonames_country_49","1.0"
"worldbank_country_57","geonames_country_56","1.0"
"worldbank_country_58","geonames_country_58","1.0"
"worldbank_country_59","geonames_country_59","1.0"
"worldbank_country_54","geonames_country_53","1.0"
"worldbank_country_55","geonames_country_54","1.0"
"worldbank_country_56","geonames_country_57","1.0"
"worldbank_country_204","geonames_country_224","1.0"
"worldbank_country_205","geonames_country_214","1.0"
"worldbank_country_207","geonames_country_213","1.0"
"worldbank_country_200","geonames_country_41","1.0"
"worldbank_country_201","geonames_country_208","1.0"
"worldbank_country_202","geonames_country_223","1.0"
"worldbank_country_203","geonames_country_215","1.0"
"worldbank_country_208","geonames_country_219","1.0"
"worldbank_country_209","geonames_country_221","1.0"
"worldbank_country_210","geonames_country_218","1.0"
"worldbank_country_215","geonames_country_226","1.0"
"worldbank_country_216","geonames_country_225","1.0"
"worldbank_country_217","geonames_country_2","1.0"
"worldbank_country_218","geonames_country_75","1.0"
"worldbank_country_211","geonames_country_220","1.0"
"worldbank_country_212","geonames_country_217","1.0"
"worldbank_country_213","geonames_country_210","1.0"
"worldbank_country_214","geonames_country_222","1.0"
"worldbank_country_219","geonames_country_227","1.0"
"worldbank_country_100","geonames_country_110","1.0"
"worldbank_country_221","geonames_country_228","1.0"
"worldbank_country_105","geonames_country_117","1.0"
"worldbank_country_226","geonames_country_234","1.0"
"worldbank_country_106","geonames_country_118","1.0"
"worldbank_country_108","geonames_country_119","1.0"
"worldbank_country_229","geonames_country_240","1.0"
"worldbank_country_101","geonames_country_109","1.0"
"worldbank_country_222","geonames_country_229","1.0"
"worldbank_country_102","geonames_country_121","1.0"
"worldbank_country_223","geonames_country_236","1.0"
"worldbank_country_103","geonames_country_111","1.0"
"worldbank_country_224","geonames_country_232","1.0"
"worldbank_country_104","geonames_country_114","1.0"
"worldbank_country_225","geonames_country_235","1.0"
"worldbank_country_109","geonames_country_112","1.0"
"worldbank_country_230","geonames_country_243","1.0"
"worldbank_country_110","geonames_country_122","1.0"
"worldbank_country_231","geonames_country_244","1.0"
"worldbank_country_111","geonames_country_131","1.0"
"worldbank_country_13","geonames_country_11","1.0"
"worldbank_country_116","geonames_country_125","1.0"
"worldbank_country_14","geonames_country_15","1.0"
"worldbank_country_117","geonames_country_129","1.0"
"worldbank_country_15","geonames_country_31","1.0"
"worldbank_country_16","geonames_country_22","1.0"
"worldbank_country_112","geonames_country_123","1.0"
"worldbank_country_10","geonames_country_7","1.0"
"worldbank_country_113","geonames_country_128","1.0"
"worldbank_country_11","geonames_country_13","1.0"
"worldbank_country_114","geonames_country_127","1.0"
"worldbank_country_12","geonames_country_12","1.0"
"worldbank_country_115","geonames_country_132","1.0"
"worldbank_country_121","geonames_country_130","1.0"
"worldbank_country_122","geonames_country_144","1.0"
"worldbank_country_127","geonames_country_151","1.0"
"worldbank_country_128","geonames_country_141","1.0"
"worldbank_country_129","geonames_country_149","1.0"
"worldbank_country_123","geonames_country_140","1.0"
"worldbank_country_124","geonames_country_138","1.0"
"worldbank_country_125","geonames_country_152","1.0"
"worldbank_country_126","geonames_country_154","1.0"
"worldbank_country_1","geonames_country_3","1.0"
"worldbank_country_3","geonames_country_60","1.0"
"worldbank_country_2","geonames_country_6","1.0"
"worldbank_country_4","geonames_country_10","1.0"
"worldbank_country_7","geonames_country_4","1.0"
"worldbank_country_6","geonames_country_8","1.0"
"worldbank_country_9","geonames_country_9","1.0"
"worldbank_country_130","geonames_country_139","1.0"
"worldbank_country_131","geonames_country_147","1.0"
"worldbank_country_132","geonames_country_150","1.0"
"worldbank_country_133","geonames_country_153","1.0"
"worldbank_country_138","geonames_country_143","1.0"
"worldbank_country_139","geonames_country_136","1.0"
"worldbank_country_134","geonames_country_71","1.0"
"worldbank_country_136","geonames_country_135","1.0"
"worldbank_country_137","geonames_country_134","1.0"
"worldbank_country_141","geonames_country_155","1.0"
"worldbank_country_142","geonames_country_142","1.0"
"worldbank_country_143","geonames_country_156","1.0"
"worldbank_country_144","geonames_country_164","1.0"
"worldbank_country_140","geonames_country_133","1.0"
"worldbank_country_149","geonames_country_158","1.0"
"worldbank_country_145","geonames_country_162","1.0"
"worldbank_country_146","geonames_country_157","1.0"
"worldbank_country_147","geonames_country_167","1.0"
"worldbank_country_148","geonames_country_161","1.0"
"worldbank_country_152","geonames_country_145","1.0"
"worldbank_country_153","geonames_country_163","1.0"
"worldbank_country_155","geonames_country_168","1.0"
"worldbank_country_150","geonames_country_160","1.0"
"worldbank_country_158","geonames_country_174","1.0"
"worldbank_country_159","geonames_country_181","1.0"
"worldbank_country_60","geonames_country_61","1.0"
"worldbank_country_163","geonames_country_170","1.0"
"worldbank_country_61","geonames_country_63","1.0"
"worldbank_country_164","geonames_country_173","1.0"
"worldbank_country_62","geonames_country_206","1.0"
"worldbank_country_165","geonames_country_175","1.0"
"worldbank_country_63","geonames_country_86","1.0"
"worldbank_country_166","geonames_country_180","1.0"
"worldbank_country_160","geonames_country_169","1.0"
"worldbank_country_161","geonames_country_172","1.0"
"worldbank_country_162","geonames_country_182","1.0"
"worldbank_country_68","geonames_country_69","1.0"
"worldbank_country_69","geonames_country_68","1.0"
"worldbank_country_64","geonames_country_65","1.0"
"worldbank_country_167","geonames_country_178","1.0"
"worldbank_country_65","geonames_country_62","1.0"
"worldbank_country_168","geonames_country_183","1.0"
"worldbank_country_66","geonames_country_67","1.0"
"worldbank_country_67","geonames_country_72","1.0"
"worldbank_country_71","geonames_country_73","1.0"
"worldbank_country_174","geonames_country_205","1.0"
"worldbank_country_72","geonames_country_171","1.0"
"worldbank_country_175","geonames_country_189","1.0"
"worldbank_country_73","geonames_country_74","1.0"
"worldbank_country_176","geonames_country_201","1.0"
"worldbank_country_74","geonames_country_83","1.0"
"worldbank_country_177","geonames_country_186","1.0"
"worldbank_country_170","geonames_country_187","1.0"
"worldbank_country_171","geonames_country_188","1.0"
"worldbank_country_172","geonames_country_238","1.0"
"worldbank_country_173","geonames_country_200","1.0"
"worldbank_country_79","geonames_country_82","1.0"
"worldbank_country_75","geonames_country_77","1.0"
"worldbank_country_178","geonames_country_191","1.0"
"worldbank_country_76","geonames_country_55","1.0"
"worldbank_country_179","geonames_country_199","1.0"
"worldbank_country_77","geonames_country_80","1.0"
"worldbank_country_78","geonames_country_87","1.0"
"worldbank_country_180","geonames_country_194","1.0"
"worldbank_country_82","geonames_country_89","1.0"
"worldbank_country_185","geonames_country_190","1.0"
"worldbank_country_83","geonames_country_84","1.0"
"worldbank_country_186","geonames_country_202","1.0"
"worldbank_country_84","geonames_country_91","1.0"
"worldbank_country_187","geonames_country_242","1.0"
"worldbank_country_85","geonames_country_92","1.0"
"worldbank_country_182","geonames_country_198","1.0"
"worldbank_country_80","geonames_country_76","1.0"
"worldbank_country_183","geonames_country_196","1.0"
"worldbank_country_81","geonames_country_90","1.0"
"worldbank_country_86","geonames_country_96","1.0"
"worldbank_country_189","geonames_country_204","1.0"
"worldbank_country_87","geonames_country_94","1.0"
"worldbank_country_88","geonames_country_93","1.0"
"worldbank_country_89","geonames_country_97","1.0"
"worldbank_country_190","geonames_country_66","1.0"
"worldbank_country_191","geonames_country_126","1.0"
"worldbank_country_93","geonames_country_104","1.0"
"worldbank_country_196","geonames_country_192","1.0"
"worldbank_country_94","geonames_country_103","1.0"
"worldbank_country_197","geonames_country_203","1.0"
"worldbank_country_95","geonames_country_99","1.0"
"worldbank_country_198","geonames_country_209","1.0"
"worldbank_country_199","geonames_country_193","1.0"
"worldbank_country_192","geonames_country_116","1.0"
"worldbank_country_90","geonames_country_105","1.0"
"worldbank_country_193","geonames_country_124","1.0"
"worldbank_country_91","geonames_country_102","1.0"
"worldbank_country_194","geonames_country_137","1.0"
"worldbank_country_92","geonames_country_98","1.0"
"worldbank_country_195","geonames_country_231","1.0"
"worldbank_country_97","geonames_country_100","1.0"
"worldbank_country_98","geonames_country_106","1.0"
"worldbank_country_99","geonames_country_108","1.0"
