geonames_city_15380,wcp_city_1916,false
geonames_city_15380,wcp_city_1915,false
geonames_city_14053,wcp_city_11550,false
geonames_city_14053,wcp_city_11552,true
geonames_city_14053,wcp_city_11551,false
geonames_city_14052,wcp_city_11553,true
geonames_city_14052,wcp_city_766,false
geonames_city_14043,wcp_city_11572,true
geonames_city_15377,wcp_city_13119,true
geonames_city_15377,wcp_city_13120,false
geonames_city_15377,wcp_city_2109,false
geonames_city_15377,wcp_city_2428,false
geonames_city_15377,wcp_city_181,false
geonames_city_15377,wcp_city_14950,false
geonames_city_15377,wcp_city_18629,false
geonames_city_14045,wcp_city_11565,true
geonames_city_15378,wcp_city_13119,false
geonames_city_15378,wcp_city_13120,true
geonames_city_15378,wcp_city_2109,false
geonames_city_15378,wcp_city_2428,false
geonames_city_15378,wcp_city_10222,false
geonames_city_15378,wcp_city_5159,false
geonames_city_15378,wcp_city_181,false
geonames_city_15378,wcp_city_14950,false
geonames_city_15378,wcp_city_18629,false
geonames_city_15378,wcp_city_1950,false
geonames_city_14064,wcp_city_11682,true
geonames_city_14064,wcp_city_11681,false
geonames_city_14063,wcp_city_11855,true
geonames_city_15386,wcp_city_13113,true
geonames_city_15386,wcp_city_5129,false
geonames_city_15386,wcp_city_1874,false
geonames_city_15386,wcp_city_18249,false
geonames_city_15385,wcp_city_13114,true
geonames_city_15385,wcp_city_17936,false
geonames_city_15385,wcp_city_10184,false
geonames_city_15385,wcp_city_17649,false
geonames_city_14057,wcp_city_11541,true
geonames_city_14056,wcp_city_12697,false
geonames_city_14056,wcp_city_11544,true
geonames_city_14074,wcp_city_11884,true
geonames_city_14074,wcp_city_11885,true
geonames_city_14082,wcp_city_11635,false
geonames_city_16663,wcp_city_11498,false
geonames_city_16663,wcp_city_13839,true
geonames_city_15330,wcp_city_12762,true
geonames_city_15330,wcp_city_9855,false
geonames_city_16664,wcp_city_13838,true
geonames_city_16664,wcp_city_5717,false
geonames_city_16661,wcp_city_17788,false
geonames_city_16661,wcp_city_11499,false
geonames_city_16661,wcp_city_13841,true
geonames_city_15350,wcp_city_3256,false
geonames_city_15350,wcp_city_12726,true
geonames_city_14031,wcp_city_3507,false
geonames_city_14031,wcp_city_11593,false
geonames_city_14031,wcp_city_11592,true
geonames_city_15364,wcp_city_12838,true
geonames_city_15364,wcp_city_5218,false
geonames_city_14097,wcp_city_4759,false
geonames_city_14097,wcp_city_5162,false
geonames_city_14097,wcp_city_11983,true
geonames_city_7401,wcp_city_17709,false
geonames_city_7401,wcp_city_17847,false
geonames_city_7401,wcp_city_18055,false
geonames_city_7401,wcp_city_6186,true
geonames_city_7413,wcp_city_16594,false
geonames_city_7413,wcp_city_6179,true
geonames_city_7413,wcp_city_17548,false
geonames_city_7413,wcp_city_18361,false
geonames_city_7421,wcp_city_6174,false
geonames_city_7422,wcp_city_6174,true
geonames_city_7423,wcp_city_6173,true
geonames_city_7425,wcp_city_6172,true
geonames_city_7425,wcp_city_16311,false
geonames_city_7428,wcp_city_17846,false
geonames_city_7428,wcp_city_6169,true
geonames_city_7428,wcp_city_18728,false
geonames_city_7428,wcp_city_18405,false
geonames_city_7428,wcp_city_18231,false
geonames_city_7445,wcp_city_2073,false
geonames_city_7445,wcp_city_6160,true
geonames_city_7446,wcp_city_272,false
geonames_city_7446,wcp_city_6159,true
geonames_city_8779,wcp_city_7154,true
geonames_city_8779,wcp_city_7153,true
geonames_city_6118,wcp_city_3273,false
geonames_city_6118,wcp_city_4895,true
geonames_city_6118,wcp_city_963,false
geonames_city_6118,wcp_city_18376,false
geonames_city_6114,wcp_city_4899,true
geonames_city_6114,wcp_city_12901,false
geonames_city_6114,wcp_city_12904,false
geonames_city_7440,wcp_city_17704,false
geonames_city_7440,wcp_city_6163,true
geonames_city_7440,wcp_city_17545,false
geonames_city_6113,wcp_city_3276,false
geonames_city_6113,wcp_city_4900,true
geonames_city_6122,wcp_city_4892,true
geonames_city_6122,wcp_city_18752,false